Application mode,Course,Daytime/evening attendance,Admission grade,Tuition fees up to date,Scholarship holder,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 2nd sem (credited),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
44,9070,1,140.0,1,0,2,7,6,5,9,9,12.55555556,Graduate
17,9130,1,127.8,1,0,0,6,6,0,10,5,12.16666667,Dropout
1,9003,1,131.6,1,0,8,12,11,4,21,12,12.30769231,Graduate
1,171,1,119.4,1,0,0,0,0,0,0,0,0.0,Dropout
18,9238,1,129.9,1,1,1,7,6,2,6,6,11.16666667,Graduate
1,9119,1,114.0,1,0,0,5,4,0,7,4,12.25,Enrolled
1,9147,1,113.4,1,1,0,5,0,0,5,0,0.0,Dropout
1,9147,1,117.8,1,0,0,5,5,0,9,4,13.0,Enrolled
1,9500,1,114.3,1,0,0,7,6,0,12,6,12.04166667,Enrolled
1,9670,1,129.7,1,0,0,6,4,0,12,1,10.0,Enrolled
18,9147,1,112.0,0,0,0,5,0,0,0,0,0.0,Dropout
39,9670,1,140.0,1,0,0,6,4,0,16,4,12.5,Dropout
44,9003,1,150.0,1,0,0,6,5,0,11,6,12.3,Graduate
1,9670,1,122.4,1,0,0,5,3,0,5,4,12.0,Enrolled
51,9119,1,150.0,1,0,0,5,2,0,11,1,10.0,Dropout
17,9254,1,135.0,1,0,0,6,6,0,9,5,10.4,Enrolled
43,8014,0,116.2,1,0,9,11,11,3,17,8,12.75,Graduate
17,9119,1,120.4,1,0,0,5,3,0,6,0,0.0,Dropout
17,9119,1,122.9,1,0,0,5,4,0,7,4,14.25,Enrolled
1,9773,1,155.0,1,1,0,6,6,0,6,6,14.16666667,Graduate
1,9254,1,123.4,1,0,0,6,6,0,6,6,13.66666667,Graduate
17,9147,1,124.2,1,0,0,5,5,0,9,4,11.4,Enrolled
44,9003,1,130.0,1,0,0,6,4,0,11,5,11.5,Enrolled
17,9773,1,126.2,1,1,0,6,6,0,8,6,12.28571429,Graduate
17,9773,1,120.5,1,0,0,6,0,0,0,0,0.0,Dropout
17,9119,1,123.7,1,0,0,5,4,0,8,2,12.5,Enrolled
17,9130,1,122.5,1,0,0,5,4,0,9,5,12.6,Graduate
39,9991,0,139.2,1,0,0,5,2,0,9,2,11.5,Dropout
51,171,1,131.2,1,0,6,12,12,4,16,11,13.0,Graduate
39,9003,1,120.0,0,0,0,6,2,0,13,0,0.0,Dropout
1,9085,1,116.7,1,1,0,6,4,0,8,0,0.0,Dropout
53,9085,1,150.0,1,1,1,7,5,4,14,5,14.8,Dropout
39,9773,1,117.5,1,0,0,6,4,0,6,6,11.33333333,Graduate
1,9670,1,137.6,1,1,0,6,6,0,7,6,14.42857143,Graduate
17,9254,1,124.3,1,1,0,6,6,0,7,4,13.4,Graduate
39,9500,1,116.0,1,1,0,7,6,0,8,6,10.98333333,Graduate
18,9238,1,121.4,1,1,0,6,4,0,11,5,11.5,Graduate
53,9085,1,142.8,0,1,7,12,11,4,13,7,14.28571429,Graduate
17,9670,1,96.0,1,1,0,6,6,0,10,5,12.2,Enrolled
43,8014,0,125.0,1,0,0,6,0,0,6,0,0.0,Dropout
17,9119,1,126.1,1,0,0,5,4,0,9,5,14.83333333,Graduate
39,9003,1,155.8,1,0,0,6,6,0,7,6,13.5,Graduate
1,9773,1,116.0,1,0,0,6,6,0,8,6,11.0,Graduate
44,9130,1,110.0,1,0,0,6,4,0,12,2,10.5,Dropout
39,9670,1,97.2,1,1,0,6,4,0,8,5,13.0,Graduate
39,9500,1,100.0,1,0,0,7,0,0,7,0,0.0,Dropout
7,9119,1,140.0,1,0,0,5,5,0,7,5,14.14285714,Graduate
43,9556,1,128.0,1,0,0,7,7,0,8,8,14.6875,Graduate
17,9670,1,115.3,1,0,0,6,6,0,8,5,13.0,Graduate
39,9003,1,150.0,1,0,0,6,5,0,10,6,12.33333333,Enrolled
44,9003,1,160.0,1,1,0,6,6,0,9,5,12.6,Graduate
1,9070,1,133.1,1,0,0,6,6,0,7,6,13.85714286,Graduate
1,9670,1,119.0,1,0,0,6,1,0,0,0,0.0,Dropout
39,9991,0,156.0,1,0,0,5,5,0,6,5,13.83333333,Graduate
39,9500,1,163.7,1,0,0,7,5,0,9,5,10.84,Enrolled
39,9500,1,130.0,1,0,3,8,7,3,12,7,12.45714286,Enrolled
17,9773,1,123.1,0,0,0,6,3,0,12,3,12.0,Dropout
39,9991,0,160.0,1,1,0,5,4,0,10,4,10.5,Enrolled
1,171,1,136.1,1,0,0,0,0,0,0,0,0.0,Graduate
43,9070,1,132.7,1,0,9,13,13,7,13,12,13.0,Graduate
43,9500,1,128.2,1,0,0,7,0,0,0,0,0.0,Dropout
17,9254,1,126.7,0,0,0,1,0,0,0,0,0.0,Dropout
39,9991,0,150.0,1,0,0,5,4,0,8,4,12.5,Enrolled
17,171,1,156.3,1,1,0,0,0,0,0,0,0.0,Graduate
10,9254,1,116.1,1,0,0,6,6,0,6,6,14.33333333,Graduate
17,9500,1,123.8,1,0,0,7,0,0,0,0,0.0,Dropout
1,171,1,153.0,1,1,15,17,17,15,18,17,14.88888889,Graduate
7,9500,1,140.0,0,0,0,7,0,0,0,0,0.0,Dropout
17,171,1,131.9,1,0,6,12,12,4,12,11,13.58333333,Graduate
1,171,1,141.4,1,1,0,0,0,0,0,0,0.0,Enrolled
39,9147,1,140.0,0,0,0,5,0,0,5,0,0.0,Dropout
39,9991,0,115.0,1,0,0,5,1,0,5,0,0.0,Dropout
39,9991,0,168.0,1,0,0,5,5,0,5,5,15.2,Graduate
17,9085,1,101.3,1,0,0,6,4,0,17,0,0.0,Dropout
1,9670,1,122.6,1,0,0,5,5,0,5,4,11.0,Dropout
1,171,1,141.7,1,0,0,0,0,0,0,0,0.0,Enrolled
1,9500,1,132.3,1,0,0,8,7,0,9,7,12.82857143,Graduate
17,9773,1,111.7,0,0,0,6,6,0,10,4,12.6,Dropout
39,9119,1,98.7,1,1,0,5,3,0,10,3,12.4,Graduate
15,9254,1,140.0,0,0,0,6,6,0,10,4,13.25,Graduate
10,9500,1,140.0,0,0,0,8,7,0,11,7,11.32857143,Dropout
39,9003,1,100.7,1,0,0,6,2,0,13,3,13.0,Enrolled
17,9500,1,133.8,1,0,0,7,6,0,7,6,13.03333333,Graduate
15,9773,1,100.0,1,0,0,6,6,0,7,4,11.75,Graduate
7,9119,1,180.0,1,0,0,5,4,0,10,3,16.2,Enrolled
1,9085,1,130.8,1,0,0,5,5,0,5,5,13.6,Graduate
44,9991,0,140.0,1,0,2,6,4,3,9,6,12.5,Enrolled
39,9500,1,106.2,1,0,0,7,0,0,14,0,0.0,Dropout
1,9238,1,125.6,1,1,0,6,6,0,6,6,12.0,Graduate
18,9853,1,117.5,0,0,0,6,2,0,14,3,11.66666667,Dropout
39,9119,1,122.5,0,0,0,5,0,0,5,0,0.0,Dropout
17,9147,1,132.9,1,0,0,5,3,0,10,4,10.8,Dropout
39,9853,1,103.0,1,0,0,6,0,0,0,0,0.0,Dropout
17,8014,0,107.0,1,0,0,5,1,0,10,0,0.0,Dropout
7,9130,1,100.0,1,0,0,7,0,0,9,0,0.0,Dropout
39,8014,0,100.0,1,0,0,6,4,0,16,3,12.0,Dropout
17,9070,1,131.3,1,0,0,6,4,0,6,6,12.5,Graduate
18,9773,1,122.2,0,0,0,6,5,0,6,5,11.8,Enrolled
39,9991,0,118.4,0,0,0,5,0,0,5,0,0.0,Dropout
7,9254,1,100.0,0,0,0,5,0,0,10,0,0.0,Dropout
39,9500,1,110.0,0,0,0,8,0,0,8,0,0.0,Dropout
43,8014,0,100.0,1,1,11,16,16,11,13,13,12.0,Graduate
43,9147,1,106.2,1,0,9,13,10,4,18,6,10.66666667,Graduate
7,9147,1,110.0,1,0,11,15,14,9,16,12,10.92307692,Graduate
1,9085,1,122.3,1,0,0,5,5,0,8,5,13.0,Graduate
39,8014,0,112.5,1,1,0,7,6,0,7,6,14.33333333,Graduate
1,9500,1,98.1,1,0,0,7,7,0,8,8,14.23125,Graduate
1,9119,1,140.2,1,0,0,5,0,0,0,0,0.0,Dropout
17,9147,1,143.6,1,0,0,5,0,0,5,0,0.0,Enrolled
16,171,1,134.6,1,0,0,0,0,0,0,0,0.0,Dropout
1,9500,1,126.8,1,0,0,8,8,0,8,8,13.24875,Graduate
15,33,1,100.0,1,0,0,7,7,0,7,4,12.75,Enrolled
17,9130,1,130.0,1,0,0,6,5,0,10,4,14.25,Enrolled
1,9147,1,113.6,1,1,0,5,3,0,8,5,12.4,Graduate
44,9130,1,140.0,0,0,1,6,3,0,11,2,11.0,Enrolled
17,9085,1,106.0,1,0,0,6,6,0,8,4,14.0,Enrolled
17,9238,1,126.6,1,1,0,6,6,0,7,6,12.16666667,Graduate
17,9500,1,130.7,1,1,0,7,7,0,9,8,15.61111111,Graduate
1,9147,1,105.9,1,0,0,5,4,0,6,5,11.4,Graduate
15,9556,1,137.0,1,0,0,7,0,0,11,2,11.66666667,Enrolled
43,9130,1,100.0,1,0,0,6,0,0,0,0,0.0,Dropout
1,8014,0,114.4,1,0,8,12,12,2,12,7,13.85714286,Enrolled
39,9003,1,120.0,0,0,0,6,0,0,10,0,0.0,Dropout
39,9991,0,119.0,0,0,0,5,0,0,5,0,0.0,Dropout
39,9003,1,110.0,0,0,0,6,5,0,11,4,11.75,Dropout
7,9991,0,120.0,1,0,6,8,8,4,11,5,12.4,Graduate
1,171,1,119.8,1,0,0,0,0,0,0,0,0.0,Graduate
39,9670,1,135.6,1,0,0,6,5,0,9,4,13.75,Dropout
39,9991,0,120.7,1,0,0,5,4,0,7,4,13.0,Enrolled
1,9085,1,136.3,0,0,0,5,3,0,8,3,12.0,Dropout
16,171,1,164.3,1,1,0,0,0,0,0,0,0.0,Enrolled
1,9773,1,149.2,1,1,0,6,6,0,6,6,14.16666667,Graduate
16,9070,1,122.5,1,0,0,6,1,0,11,4,11.0,Enrolled
43,9991,0,100.0,1,0,0,5,0,0,10,1,11.0,Dropout
17,9853,1,125.0,1,1,0,6,5,0,8,5,11.2,Dropout
1,9773,1,131.0,1,1,0,6,5,0,7,6,13.0,Graduate
1,171,1,122.0,1,0,0,0,0,0,0,0,0.0,Graduate
1,9147,1,131.3,1,0,0,5,4,0,8,4,12.25,Enrolled
17,9119,1,117.0,1,0,0,5,5,0,10,3,10.8,Enrolled
17,9254,1,118.0,1,0,0,6,2,0,11,1,12.0,Dropout
17,8014,0,126.0,1,0,0,6,6,0,6,6,12.16666667,Graduate
44,9003,1,120.0,1,0,1,6,1,0,8,0,0.0,Dropout
17,171,1,155.6,1,0,0,0,0,0,0,0,0.0,Dropout
1,9147,1,122.8,1,0,0,5,4,0,12,2,10.33333333,Enrolled
1,171,1,127.3,0,1,0,0,0,0,0,0,0.0,Dropout
17,9147,1,118.4,1,0,0,5,2,0,5,4,11.75,Enrolled
1,9670,1,128.1,1,0,0,5,4,0,6,4,11.0,Enrolled
1,9500,1,99.0,1,0,0,7,6,0,12,6,12.5,Enrolled
1,9773,1,161.2,1,1,0,6,6,0,7,6,16.14285714,Graduate
17,9238,1,140.9,1,0,0,6,4,0,7,5,11.8,Dropout
17,9773,1,111.1,1,0,0,6,4,0,6,3,11.33333333,Dropout
1,171,1,149.9,1,0,0,0,0,0,0,0,0.0,Graduate
17,9670,1,111.3,1,0,0,6,6,0,11,4,14.25,Enrolled
1,9254,1,121.5,1,0,0,6,5,0,11,3,10.33333333,Enrolled
44,9003,1,120.0,1,0,0,6,6,0,11,5,13.6,Graduate
39,9003,1,120.0,0,0,0,6,2,0,7,0,0.0,Dropout
53,9003,1,130.0,1,0,7,12,11,5,12,8,11.625,Enrolled
1,9254,1,98.9,1,0,0,6,4,0,6,6,13.0,Graduate
1,9500,1,136.3,1,0,0,8,8,0,9,8,12.8875,Graduate
17,9773,1,125.2,1,0,0,6,6,0,7,5,13.6,Enrolled
1,9070,1,130.0,1,0,0,6,6,0,7,6,12.57142857,Graduate
1,9147,1,141.5,1,0,0,5,3,0,11,2,12.5,Dropout
16,9085,1,123.9,1,0,0,5,5,0,7,5,12.4,Enrolled
17,9500,1,114.5,1,0,0,7,6,0,12,8,12.28125,Graduate
39,8014,0,100.0,0,0,0,5,0,0,5,0,0.0,Dropout
39,8014,0,110.5,1,1,0,6,6,0,6,6,11.5,Graduate
39,9085,1,101.0,1,0,0,6,3,0,15,2,11.0,Dropout
1,9085,1,121.0,1,0,0,5,4,0,8,4,14.5,Graduate
39,8014,0,95.0,1,0,0,6,5,0,8,5,11.8,Dropout
1,9773,1,126.9,1,1,0,6,6,0,6,6,13.0,Dropout
42,9670,1,116.3,1,1,3,7,6,2,8,5,11.8,Graduate
18,9670,1,120.0,1,0,0,6,6,0,10,5,14.5,Graduate
1,9085,1,123.6,1,0,0,5,3,0,5,5,13.0,Graduate
39,9556,1,150.0,0,0,0,7,6,0,14,4,11.25,Dropout
39,9556,1,120.0,1,0,1,7,6,0,15,4,11.75,Dropout
42,9853,1,111.3,1,0,9,13,10,7,18,9,10.44444444,Dropout
39,9991,0,150.0,0,0,0,5,1,0,5,0,0.0,Dropout
1,9085,1,123.2,1,1,0,6,6,0,17,5,12.77777778,Graduate
44,9991,0,130.0,1,0,2,6,4,3,7,4,11.0,Dropout
1,9670,1,137.9,0,0,0,5,3,0,5,4,12.75,Dropout
39,9119,1,100.0,1,0,0,5,0,0,5,0,0.0,Dropout
39,9130,1,120.0,1,0,0,5,4,0,8,4,11.75,Graduate
39,9773,1,131.0,0,0,0,4,0,0,4,0,0.0,Dropout
39,9991,0,133.8,1,0,0,5,5,0,5,5,14.2,Graduate
43,8014,0,100.0,1,0,9,13,13,7,12,11,12.81818182,Enrolled
39,9991,0,150.0,1,0,0,5,5,0,9,5,11.8,Graduate
17,9670,1,126.4,1,1,0,6,6,0,7,6,13.33333333,Graduate
39,9130,1,154.0,1,0,1,5,3,1,8,4,13.0,Graduate
1,9500,1,114.9,1,1,0,7,6,0,10,7,11.65,Graduate
39,9670,1,110.0,1,0,0,5,0,0,5,0,0.0,Dropout
1,9070,1,149.8,1,0,5,12,11,5,12,11,14.81818182,Graduate
1,9500,1,117.9,1,1,0,7,7,0,9,8,12.91111111,Graduate
1,9070,1,165.8,1,0,0,6,6,0,7,6,14.85714286,Graduate
17,9500,1,127.6,1,0,0,7,7,0,9,8,14.65555556,Graduate
17,8014,0,123.8,1,0,0,6,5,0,8,6,11.0,Graduate
17,9254,1,126.1,1,0,0,5,5,0,11,1,11.0,Dropout
1,171,1,119.7,1,0,0,0,0,0,0,0,0.0,Dropout
1,171,1,121.6,1,0,6,12,12,4,16,11,14.5,Graduate
43,9500,1,100.0,1,1,0,7,7,0,8,8,14.3875,Graduate
1,9500,1,127.6,1,0,0,7,7,0,15,7,12.14285714,Dropout
1,9500,1,132.5,1,1,0,8,7,0,8,7,14.36,Graduate
1,9500,1,124.3,1,0,0,8,7,0,8,7,14.51428571,Enrolled
1,9500,1,131.0,1,0,0,8,7,0,8,7,14.7,Graduate
7,9991,0,120.0,1,0,0,5,5,0,6,5,14.0,Enrolled
1,9556,1,113.3,1,1,0,7,7,0,8,8,15.0625,Graduate
1,9853,1,121.9,1,0,0,6,6,0,6,0,0.0,Dropout
1,9085,1,118.3,1,0,0,5,5,0,7,5,12.6,Graduate
1,9147,1,118.8,1,0,0,5,5,0,6,5,13.0,Graduate
1,9085,1,129.0,1,0,0,5,4,0,9,2,10.5,Enrolled
43,171,1,143.3,1,1,0,0,0,0,0,0,0.0,Graduate
1,171,1,152.5,1,0,0,0,0,0,0,0,0.0,Enrolled
53,9085,1,155.7,1,0,7,12,11,4,10,7,14.14285714,Graduate
1,9085,1,153.9,1,0,0,6,6,0,6,6,15.66666667,Graduate
1,9500,1,137.8,1,0,0,7,7,0,8,8,15.7425,Graduate
17,9500,1,143.3,1,1,0,7,7,0,8,8,15.075,Graduate
1,9085,1,123.2,1,0,0,5,5,0,6,4,11.75,Graduate
1,9773,1,138.1,1,0,0,6,6,0,7,5,15.0,Enrolled
17,9238,1,140.5,1,1,0,6,6,0,6,6,12.33333333,Graduate
1,9500,1,130.0,1,0,0,8,8,0,8,8,13.76125,Graduate
44,9070,1,104.8,0,0,2,7,5,5,9,5,10.0,Dropout
17,8014,0,132.5,1,1,1,6,4,1,8,5,13.0,Graduate
39,9991,0,127.7,1,0,0,5,4,0,10,4,11.0,Enrolled
1,9085,1,136.5,1,0,0,6,6,0,9,6,14.0,Graduate
44,9130,1,130.0,0,0,1,6,5,0,10,4,12.0,Dropout
39,9500,1,190.0,1,0,1,7,7,1,9,8,14.07777778,Graduate
17,9500,1,128.5,1,0,0,7,6,0,7,6,12.76666667,Graduate
17,9254,1,126.6,0,0,0,5,5,0,13,0,0.0,Dropout
17,9556,1,131.6,1,0,0,7,0,0,0,0,0.0,Dropout
39,9991,0,119.0,1,1,0,5,4,0,6,5,12.6,Graduate
17,9085,1,127.6,1,0,0,5,4,0,6,5,13.4,Graduate
39,9500,1,100.0,1,0,0,7,3,0,17,0,0.0,Dropout
1,9119,1,124.5,1,0,0,5,3,0,9,2,14.0,Enrolled
1,9773,1,109.3,1,0,0,6,4,0,10,3,12.66666667,Enrolled
1,9670,1,117.7,1,0,0,5,4,0,6,5,11.6,Dropout
1,9670,1,124.7,1,0,0,5,3,0,5,4,12.75,Dropout
17,9070,1,124.5,1,0,0,6,6,0,8,5,13.0,Graduate
1,9070,1,140.8,1,0,0,6,6,0,6,6,15.0,Graduate
17,9085,1,111.9,1,0,0,5,0,0,10,5,12.28571429,Graduate
7,9556,1,140.0,0,0,0,7,3,0,5,0,0.0,Dropout
1,171,1,121.2,1,0,0,0,0,0,0,0,0.0,Enrolled
43,171,1,123.8,1,0,0,0,0,0,0,0,0.0,Dropout
7,9119,1,134.0,1,0,0,5,0,0,0,0,0.0,Dropout
18,9070,1,130.8,0,0,0,6,0,0,0,0,0.0,Dropout
1,9500,1,130.2,1,1,0,7,7,0,9,8,14.02222222,Graduate
1,9147,1,123.3,1,0,0,5,5,0,8,4,12.4,Enrolled
39,9119,1,147.6,1,0,0,5,0,0,0,0,0.0,Dropout
17,9670,1,113.4,1,1,0,6,6,0,7,6,13.28571429,Graduate
17,9070,1,133.7,1,0,0,6,5,0,6,6,12.16666667,Graduate
39,9085,1,128.2,1,0,0,5,0,0,5,0,0.0,Dropout
1,9500,1,161.0,1,0,0,7,7,0,9,0,0.0,Dropout
7,9500,1,130.0,1,0,0,8,0,0,8,0,0.0,Dropout
1,9500,1,156.3,1,1,0,8,8,0,8,8,15.63375,Graduate
1,9773,1,129.3,1,0,0,6,6,0,6,6,14.5,Graduate
17,9773,1,129.3,1,0,0,6,0,0,0,0,0.0,Dropout
1,9238,1,136.3,1,0,0,6,6,0,7,6,11.5,Graduate
39,9670,1,140.0,1,1,0,6,6,0,6,6,13.0,Graduate
1,9119,1,135.9,1,0,0,5,2,0,7,3,11.0,Enrolled
1,171,1,139.7,1,0,0,0,0,0,0,0,0.0,Dropout
1,9147,1,117.0,1,0,0,5,4,0,6,4,12.25,Enrolled
39,9556,1,105.0,1,0,0,7,4,0,11,4,13.125,Dropout
1,9500,1,130.5,1,0,0,7,6,0,7,6,12.45,Graduate
44,9991,0,130.0,1,0,2,6,4,3,9,7,12.0,Enrolled
1,9500,1,131.5,1,1,0,8,8,0,8,8,13.38125,Graduate
42,9500,1,100.0,0,0,1,7,5,0,7,5,11.34,Dropout
44,9085,1,140.0,0,0,2,6,4,1,18,2,11.5,Enrolled
17,9238,1,130.2,1,1,0,6,6,0,10,6,12.16666667,Graduate
17,9500,1,133.5,1,0,0,8,8,0,8,8,13.3425,Graduate
1,9500,1,133.2,1,1,0,7,7,0,14,6,13.03125,Graduate
39,9500,1,130.0,1,1,0,8,1,0,16,1,10.0,Enrolled
39,9119,1,129.0,1,0,0,5,0,0,8,2,14.5,Dropout
39,9991,0,100.0,1,0,0,5,0,0,7,0,0.0,Dropout
17,9085,1,116.5,1,0,0,5,5,0,8,5,12.14285714,Graduate
1,9254,1,124.2,1,1,0,6,6,0,9,5,11.4,Graduate
51,9085,1,138.8,1,0,4,12,11,5,20,12,15.42857143,Graduate
1,9773,1,126.4,1,1,0,6,6,0,11,5,12.4,Graduate
1,171,1,151.9,1,0,13,17,17,14,18,17,12.66666667,Graduate
39,9991,0,120.0,1,0,0,5,3,0,9,4,12.0,Dropout
43,9238,1,131.9,1,1,9,16,16,10,14,13,13.35714286,Graduate
44,9130,1,130.0,1,1,0,6,4,0,9,4,10.75,Enrolled
17,9254,1,131.7,0,0,0,6,0,0,0,0,0.0,Dropout
43,9991,0,132.5,1,0,7,12,12,8,13,13,12.84615385,Graduate
1,9147,1,116.5,1,0,0,5,5,0,5,5,12.8,Graduate
1,9130,1,133.9,0,0,0,5,4,0,11,3,12.0,Dropout
39,9119,1,145.4,1,0,0,5,3,0,5,2,12.5,Dropout
39,8014,0,172.0,1,0,5,11,9,8,16,9,11.0,Enrolled
1,9147,1,111.0,0,0,0,5,2,0,9,3,11.42857143,Dropout
44,9070,1,120.0,1,0,2,7,6,5,9,8,13.125,Graduate
1,9500,1,129.8,1,0,0,8,8,0,10,8,13.05375,Graduate
1,9500,1,118.1,1,0,0,7,6,0,9,7,13.75,Enrolled
39,9003,1,130.0,1,0,0,6,6,0,7,6,13.83333333,Graduate
39,9070,1,126.3,0,0,0,6,0,0,8,0,0.0,Dropout
18,9130,1,137.8,1,0,0,6,5,0,13,3,12.66666667,Dropout
17,9254,1,116.1,1,0,0,6,5,0,12,2,12.0,Enrolled
1,9130,1,115.4,1,0,0,6,6,0,7,5,13.33333333,Dropout
43,9773,1,110.0,0,0,0,6,3,0,11,2,10.0,Dropout
39,9670,1,97.4,0,0,0,6,1,0,6,0,0.0,Dropout
44,9085,1,130.0,1,0,2,6,4,1,16,3,10.0,Dropout
43,9130,1,156.0,0,0,0,6,5,0,11,4,11.5,Dropout
39,9003,1,126.1,0,0,0,6,0,0,8,0,0.0,Dropout
39,9003,1,120.0,0,0,0,6,0,0,0,0,0.0,Dropout
43,9070,1,105.2,1,0,11,17,13,10,15,10,12.4,Dropout
44,9003,1,120.0,1,0,4,9,7,2,15,4,12.25,Enrolled
1,171,1,137.8,1,1,0,0,0,0,0,0,0.0,Graduate
17,9070,1,134.2,1,0,0,6,5,0,9,4,12.0,Enrolled
44,9119,1,150.0,1,0,0,5,0,0,12,2,10.5,Enrolled
17,9119,1,116.0,0,0,0,5,0,0,5,0,0.0,Dropout
1,9119,1,143.4,0,1,0,5,5,0,5,5,14.2,Enrolled
17,171,1,143.6,1,0,5,12,10,4,16,10,12.27272727,Enrolled
44,9130,1,150.0,0,0,1,6,3,0,7,0,0.0,Dropout
1,9670,1,118.0,1,0,0,6,6,0,8,6,15.0,Graduate
1,9500,1,109.3,1,1,0,7,7,0,9,7,12.6,Graduate
1,9238,1,119.3,1,0,0,6,6,0,7,6,11.83333333,Graduate
17,171,1,146.3,1,1,0,0,0,0,0,0,0.0,Dropout
39,9773,1,161.5,1,0,0,6,6,0,6,6,16.5,Graduate
15,9147,1,140.0,1,0,0,5,3,0,8,4,11.25,Graduate
53,9147,1,142.2,1,1,6,11,11,3,11,9,12.6,Graduate
1,9147,1,129.2,1,0,0,5,0,0,0,0,0.0,Dropout
39,9003,1,100.0,0,0,3,9,3,1,8,1,14.0,Dropout
44,9254,1,170.0,0,0,2,8,8,1,12,6,13.66666667,Enrolled
7,9500,1,140.0,1,0,0,7,0,0,0,0,0.0,Dropout
51,9147,1,115.2,1,0,2,7,3,3,10,3,10.33333333,Enrolled
16,9853,1,121.4,1,1,0,6,4,0,8,5,12.0,Enrolled
39,9147,1,134.8,1,0,0,5,2,0,9,4,10.0,Enrolled
1,9773,1,136.9,1,1,0,6,6,0,7,6,14.42857143,Graduate
42,9003,1,140.0,1,0,0,6,5,0,11,4,12.0,Enrolled
17,9254,1,112.2,1,0,0,6,5,0,12,3,10.0,Enrolled
1,9773,1,148.7,0,0,0,4,0,0,8,0,0.0,Dropout
1,9254,1,133.0,1,0,3,9,9,2,9,7,11.42857143,Graduate
39,9991,0,150.0,1,0,0,5,5,0,7,5,12.0,Dropout
1,9147,1,98.0,1,0,0,5,4,0,7,4,11.0,Graduate
1,9500,1,122.4,1,0,0,7,7,0,8,8,14.5,Graduate
1,9670,1,139.0,1,0,0,6,5,0,9,5,12.25,Enrolled
1,9070,1,112.0,1,1,0,6,6,0,6,6,11.16666667,Graduate
39,9500,1,143.8,1,0,0,8,7,0,8,7,15.57,Dropout
17,9147,1,116.1,1,0,0,5,4,0,13,2,12.0,Enrolled
7,9500,1,138.0,1,0,0,7,7,0,9,8,15.91111111,Dropout
43,9147,1,110.0,1,0,0,5,3,0,12,4,11.5,Enrolled
39,9238,1,103.5,1,0,0,6,0,0,0,0,0.0,Dropout
7,9991,0,140.0,1,0,0,5,4,0,6,4,13.75,Graduate
1,9070,1,108.7,1,0,0,6,4,0,10,0,0.0,Dropout
17,9254,1,115.9,1,1,0,6,6,0,8,6,11.33333333,Graduate
39,9500,1,127.3,1,0,0,8,7,0,8,7,13.07571429,Graduate
1,9147,1,138.7,1,0,0,5,0,0,0,0,0.0,Dropout
39,9991,0,135.8,1,0,1,5,3,0,11,2,13.5,Dropout
17,9085,1,134.6,1,0,0,6,0,0,7,0,0.0,Dropout
43,9500,1,118.4,1,0,0,7,4,0,8,6,12.33333333,Enrolled
1,9500,1,132.8,1,1,0,8,7,0,8,7,13.51285714,Graduate
1,9238,1,155.5,1,1,0,6,6,0,6,6,12.16666667,Graduate
1,9085,1,132.0,1,1,0,5,3,0,9,3,11.66666667,Dropout
39,9003,1,110.0,0,0,0,6,5,0,16,3,13.33333333,Dropout
17,9254,1,127.3,0,0,0,6,3,0,16,0,0.0,Dropout
1,9500,1,126.0,1,0,0,8,5,0,15,5,12.288,Dropout
43,8014,0,130.0,1,0,8,12,12,6,13,7,13.28571429,Graduate
1,9147,1,118.8,1,1,0,5,4,0,5,5,12.8,Graduate
43,9670,1,127.6,1,0,4,6,6,0,11,4,11.14285714,Dropout
51,9147,1,112.1,0,0,0,5,0,0,5,0,0.0,Dropout
43,9991,0,130.0,1,0,0,5,0,0,5,0,0.0,Dropout
1,9119,1,111.1,1,1,0,5,5,0,12,3,11.5,Enrolled
17,9670,1,121.4,1,0,0,6,0,0,0,0,0.0,Dropout
1,9119,1,126.8,0,1,0,5,5,0,8,4,12.0,Enrolled
51,9991,0,120.6,1,0,2,6,6,0,5,5,13.0,Graduate
39,9254,1,126.5,1,0,0,6,6,0,6,6,12.83333333,Graduate
1,9500,1,120.2,1,1,0,7,7,0,9,8,13.54444444,Graduate
51,9500,1,120.0,1,0,0,7,5,0,10,5,12.6,Dropout
1,9147,1,137.5,1,0,0,5,5,0,9,5,11.5,Graduate
18,9070,1,127.9,1,0,0,6,0,0,6,0,0.0,Dropout
39,9003,1,140.0,1,0,0,6,6,0,11,6,13.72727273,Enrolled
43,9991,0,131.8,1,0,7,14,13,9,14,13,12.0,Graduate
43,9070,1,129.0,1,0,0,6,6,0,6,6,12.5,Graduate
17,9773,1,115.8,0,0,0,6,0,0,0,0,0.0,Dropout
17,9500,1,126.4,1,0,0,7,7,0,9,8,14.75,Dropout
43,9085,1,130.0,0,0,0,6,5,0,12,3,11.66666667,Enrolled
1,9500,1,114.8,1,1,0,7,4,0,9,5,11.1,Enrolled
17,9147,1,138.6,1,0,0,5,1,0,13,0,0.0,Enrolled
39,9670,1,112.9,1,0,0,6,2,0,20,2,10.5,Dropout
1,9238,1,111.6,1,0,0,6,6,0,6,6,12.66666667,Graduate
17,9254,1,152.0,1,0,0,6,6,0,7,6,14.16666667,Graduate
